0,0,0,-0.8773426,false
3,4,4,-1.570391,false
4,5,5,-0.48971388,false
2,8,1925,0.9960595,true
4,6,6,-0.08147922,false
8,6,1926,1.9497789,true
3,7,7,-0.71963894,false
4,8,8,1.6162294,false
2,6,621,1.3696458,false
3,5,622,-0.46487483,false
4,8,623,-0.29520655,false
8,6,624,-0.6981972,false
3,8,1847,-0.9985586,true
0,7,634,-0.68571746,false
